ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2787785,0.28857198,0.33828822,0.32604915,0.36092442,0.3379588
HOM*,0.30288896,0.34129113,0.39402124,0.39530137,0.42571536,0.404742
M,0.20779863,0.21927321,0.25234815,0.2536573,0.27029687,0.26575512
P,0.2404316,0.24914849,0.28969187,0.28216678,0.3088006,0.2930355
