ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31551647,0.3925739,0.40589646,0.49832568,0.44251388,0.5301436
HOM*,0.35922655,0.45291048,0.48578414,0.5946292,0.5285524,0.61760706
M,0.2833314,0.34559682,0.35790372,0.42888898,0.38889965,0.45549247
P,0.30213448,0.37138438,0.38229063,0.45917472,0.41457367,0.48564914
