ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31605193,0.39299393,0.40624964,0.49835172,0.4428237,0.5305852
HOM*,0.3721099,0.47246712,0.48697394,0.6021875,0.52952594,0.6271378
M,0.28353074,0.34460962,0.35842845,0.42737693,0.38937125,0.45408678
P,0.30244863,0.37096015,0.38251567,0.45900768,0.41478723,0.48530346
