ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27885565,0.28861034,0.33822036,0.32510704,0.3609004,0.33724648
HYP*,0.25876695,0.3151827,0.34830725,0.36156714,0.37999442,0.3725318
M,0.20780845,0.22080992,0.25230736,0.25378707,0.27021912,0.2655579
P,0.24003133,0.248783,0.28929505,0.28168854,0.30841288,0.29247436
