ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31579405,0.39083567,0.40593126,0.4976709,0.44253537,0.53038967
HYP*,0.25136563,0.3551646,0.40110496,0.5388437,0.46051425,0.5916379
M,0.2827105,0.34266013,0.35738838,0.42698416,0.3882375,0.45304516
P,0.30143946,0.36967608,0.38165691,0.4578111,0.4139337,0.4843607
