ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31886354,0.3942326,0.4077759,0.4991515,0.4436193,0.53019434
HYP*,0.29067844,0.39355746,0.41482076,0.5522489,0.46873248,0.5991293
M,0.283967,0.34459275,0.35751516,0.42626747,0.3879568,0.4517431
P,0.30306464,0.3709598,0.3818125,0.45662272,0.41350174,0.48233593
