ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31790373,0.39454043,0.40789023,0.4996685,0.44421822,0.5309722
HYP*,0.31273845,0.41630518,0.4331889,0.56651026,0.48360345,0.60512424
M,0.27638426,0.32938394,0.3394118,0.3966615,0.36552313,0.4191062
P,0.30293113,0.3722675,0.38300085,0.45946142,0.41523755,0.48574874
