word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_10_HOM,0.36459365
pirate,P,word2vec_tiny_10_HOM,0.43446326
gasoline,M,word2vec_tiny_10_HOM,0.37037143
gopher,P,word2vec_tiny_10_HOM,0.3615547
substance,P,word2vec_tiny_10_HOM,0.33886683
strap,P,word2vec_tiny_10_HOM,0.44363204
pitch,H,word2vec_tiny_10_HOM,0.47201318
countdown,P,word2vec_tiny_10_HOM,0.317929
pink,H,word2vec_tiny_10_HOM,0.45147437
perky,M,word2vec_tiny_10_HOM,0.37574401
fearless,M,word2vec_tiny_10_HOM,0.34527346
lotion,P,word2vec_tiny_10_HOM,0.46182308
annoy,P,word2vec_tiny_10_HOM,0.3660078
hoop,P,word2vec_tiny_10_HOM,0.44590023
doorman,M,word2vec_tiny_10_HOM,0.26930383
cookie,P,word2vec_tiny_10_HOM,0.37590045
romantic,P,word2vec_tiny_10_HOM,0.23806584
square,P,word2vec_tiny_10_HOM,0.47967297
vibration,P,word2vec_tiny_10_HOM,0.33222672
spacious,P,word2vec_tiny_10_HOM,0.35769895
toilet,P,word2vec_tiny_10_HOM,0.47264317
accompany,P,word2vec_tiny_10_HOM,0.29789215
wildlife,M,word2vec_tiny_10_HOM,0.36457604
speech,P,word2vec_tiny_10_HOM,0.3853964
household,P,word2vec_tiny_10_HOM,0.2629577
lend,P,word2vec_tiny_10_HOM,0.5318747
attack,P,word2vec_tiny_10_HOM,0.44418842
cone,P,word2vec_tiny_10_HOM,0.4463451
rope,P,word2vec_tiny_10_HOM,0.42786273
agreement,P,word2vec_tiny_10_HOM,0.4547603
unable,M,word2vec_tiny_10_HOM,0.42182174
gracious,P,word2vec_tiny_10_HOM,0.26871267
hind,H,word2vec_tiny_10_HOM,0.46982428
park,P,word2vec_tiny_10_HOM,0.523361
detector,P,word2vec_tiny_10_HOM,0.3535218
distance,P,word2vec_tiny_10_HOM,0.44922322
drum,P,word2vec_tiny_10_HOM,0.40262058
accident,P,word2vec_tiny_10_HOM,0.56407374
moon,P,word2vec_tiny_10_HOM,0.4354594
restless,P,word2vec_tiny_10_HOM,0.4558268
reality,P,word2vec_tiny_10_HOM,0.37536335
equal,P,word2vec_tiny_10_HOM,0.42700577
buoy,P,word2vec_tiny_10_HOM,0.34069824
regain,P,word2vec_tiny_10_HOM,0.29560208
pudding,P,word2vec_tiny_10_HOM,0.2941085
wing,P,word2vec_tiny_10_HOM,0.4995209
greedy,P,word2vec_tiny_10_HOM,0.47214755
hoof,P,word2vec_tiny_10_HOM,0.46564847
poorly,P,word2vec_tiny_10_HOM,0.409677
mink,P,word2vec_tiny_10_HOM,0.31405136
plumber,P,word2vec_tiny_10_HOM,0.4651574
toaster,H,word2vec_tiny_10_HOM,0.45546547
disposal,P,word2vec_tiny_10_HOM,0.20760645
pounce,P,word2vec_tiny_10_HOM,0.51421744
pleasant,P,word2vec_tiny_10_HOM,0.41474238
janitor,M,word2vec_tiny_10_HOM,0.39385986
selfish,P,word2vec_tiny_10_HOM,0.4666222
cloak,P,word2vec_tiny_10_HOM,0.44452807
honor,P,word2vec_tiny_10_HOM,0.3350244
continue,P,word2vec_tiny_10_HOM,0.49709752
fright,P,word2vec_tiny_10_HOM,0.31598023
panic,P,word2vec_tiny_10_HOM,0.5240388
joker,P,word2vec_tiny_10_HOM,0.40456265
bug,P,word2vec_tiny_10_HOM,0.41940108
plaster,P,word2vec_tiny_10_HOM,0.35445565
poise,P,word2vec_tiny_10_HOM,0.24865319
territory,P,word2vec_tiny_10_HOM,0.38076416
infection,P,word2vec_tiny_10_HOM,0.38633838
selective,P,word2vec_tiny_10_HOM,0.16958773
heater,P,word2vec_tiny_10_HOM,0.48122388
tailor,P,word2vec_tiny_10_HOM,0.38180655
confront,P,word2vec_tiny_10_HOM,0.33605444
folder,P,word2vec_tiny_10_HOM,0.38132977
various,P,word2vec_tiny_10_HOM,0.38412526
green,P,word2vec_tiny_10_HOM,0.49097392
sweaty,P,word2vec_tiny_10_HOM,0.5376379
drip,P,word2vec_tiny_10_HOM,0.44936195
horseback,P,word2vec_tiny_10_HOM,0.3551758
angle,H,word2vec_tiny_10_HOM,0.40873882
burp,P,word2vec_tiny_10_HOM,0.38770032
crook,P,word2vec_tiny_10_HOM,0.313873
rosary,P,word2vec_tiny_10_HOM,0.25506124
newborn,P,word2vec_tiny_10_HOM,0.2725045
grenade,P,word2vec_tiny_10_HOM,0.3750966
frisky,M,word2vec_tiny_10_HOM,0.33826974
goose,P,word2vec_tiny_10_HOM,0.39446655
lag,P,word2vec_tiny_10_HOM,0.19888596
anger,P,word2vec_tiny_10_HOM,0.3834938
burner,P,word2vec_tiny_10_HOM,0.33266407
terrain,M,word2vec_tiny_10_HOM,0.3469808
mercy,P,word2vec_tiny_10_HOM,0.41546592
shrimp,P,word2vec_tiny_10_HOM,0.3385986
ski,P,word2vec_tiny_10_HOM,0.41088685
stack,P,word2vec_tiny_10_HOM,0.4787198
definition,P,word2vec_tiny_10_HOM,0.33827144
elephant,M,word2vec_tiny_10_HOM,0.36435074
injury,P,word2vec_tiny_10_HOM,0.30491015
computer,P,word2vec_tiny_10_HOM,0.41262782
misty,P,word2vec_tiny_10_HOM,0.4380079
electrical,M,word2vec_tiny_10_HOM,0.26623076
birthday,M,word2vec_tiny_10_HOM,0.49487254
haunt,P,word2vec_tiny_10_HOM,0.28693295
pavement,P,word2vec_tiny_10_HOM,0.46643266
airfield,M,word2vec_tiny_10_HOM,0.31897464
unsure,P,word2vec_tiny_10_HOM,0.44870418
monkey,P,word2vec_tiny_10_HOM,0.3849724
brisk,P,word2vec_tiny_10_HOM,0.24606894
clumsy,P,word2vec_tiny_10_HOM,0.48729092
beard,P,word2vec_tiny_10_HOM,0.5252525
hateful,P,word2vec_tiny_10_HOM,0.20637888
profound,P,word2vec_tiny_10_HOM,0.21415792
frightful,P,word2vec_tiny_10_HOM,0.24245535
outsider,P,word2vec_tiny_10_HOM,0.2509568
sweat,P,word2vec_tiny_10_HOM,0.43721685
stability,M,word2vec_tiny_10_HOM,0.27496684
strong,P,word2vec_tiny_10_HOM,0.5296328
singer,P,word2vec_tiny_10_HOM,0.42900833
platter,P,word2vec_tiny_10_HOM,0.29473066
horn,P,word2vec_tiny_10_HOM,0.4480606
sting,P,word2vec_tiny_10_HOM,0.43861857
health,P,word2vec_tiny_10_HOM,0.40067902
dazzle,P,word2vec_tiny_10_HOM,0.39522892
headache,P,word2vec_tiny_10_HOM,0.46662372
infant,P,word2vec_tiny_10_HOM,0.51735806
kitchen,M,word2vec_tiny_10_HOM,0.46817362
maker,P,word2vec_tiny_10_HOM,0.49945146
limit,P,word2vec_tiny_10_HOM,0.42322406
yard,H,word2vec_tiny_10_HOM,0.5373965
expense,P,word2vec_tiny_10_HOM,0.2673744
snug,P,word2vec_tiny_10_HOM,0.43579316
branch,P,word2vec_tiny_10_HOM,0.46872824
button,P,word2vec_tiny_10_HOM,0.46068105
hesitate,P,word2vec_tiny_10_HOM,0.37834606
jackpot,P,word2vec_tiny_10_HOM,0.25868204
reach,P,word2vec_tiny_10_HOM,0.5433699
virus,P,word2vec_tiny_10_HOM,0.38857955
workers,P,word2vec_tiny_10_HOM,0.4669659
block,P,word2vec_tiny_10_HOM,0.48940998
cradle,P,word2vec_tiny_10_HOM,0.3824028
peppermint,P,word2vec_tiny_10_HOM,0.28700736
punk,P,word2vec_tiny_10_HOM,0.27866286
solid,P,word2vec_tiny_10_HOM,0.41448373
morality,P,word2vec_tiny_10_HOM,0.1700261
tackle,P,word2vec_tiny_10_HOM,0.39043564
mural,P,word2vec_tiny_10_HOM,0.35865238
bakery,M,word2vec_tiny_10_HOM,0.43799987
dramatic,P,word2vec_tiny_10_HOM,0.3042166
grasp,P,word2vec_tiny_10_HOM,0.31951478
frog,H,word2vec_tiny_10_HOM,0.43386278
dig,P,word2vec_tiny_10_HOM,0.50204134
continent,P,word2vec_tiny_10_HOM,0.30882964
destiny,P,word2vec_tiny_10_HOM,0.29297426
tune,P,word2vec_tiny_10_HOM,0.42863223
