ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27855003,0.28834042,0.33789727,0.3259429,0.36056024,0.33823952
HOM*,0.40789023,0.40506592,0.4682497,0.39524117,0.48867685,0.3878354
M,0.20935015,0.22194466,0.25346556,0.25433993,0.27129897,0.26622853
P,0.24074256,0.24963625,0.2900442,0.2823749,0.30915716,0.29314318
