ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31493586,0.38770258,0.4055482,0.49700013,0.44229132,0.530154
HYP*,0.24785464,0.35212803,0.39803013,0.5383108,0.45746222,0.5918299
M,0.28273475,0.34386513,0.35751492,0.42719954,0.38851765,0.4543036
P,0.30149654,0.3695088,0.38188627,0.45802075,0.41424942,0.48468158
