ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2788524,0.28757504,0.33829907,0.32521218,0.36094135,0.33728695
HOM*,0.41766605,0.39000487,0.47528422,0.41081294,0.49446052,0.4081443
M,0.20749532,0.21939506,0.25151023,0.25227055,0.26927736,0.26449218
P,0.23997708,0.2486473,0.28927404,0.2816854,0.30837697,0.29238474
