word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_1_HOM,0.36893544
pirate,P,word2vec_tiny_1_HOM,0.43494064
gasoline,M,word2vec_tiny_1_HOM,0.3705755
gopher,P,word2vec_tiny_1_HOM,0.33861792
substance,P,word2vec_tiny_1_HOM,0.34371912
strap,P,word2vec_tiny_1_HOM,0.45080468
pitch,H,word2vec_tiny_1_HOM,0.4727854
countdown,P,word2vec_tiny_1_HOM,0.30031222
pink,H,word2vec_tiny_1_HOM,0.4490569
perky,M,word2vec_tiny_1_HOM,0.37465623
fearless,M,word2vec_tiny_1_HOM,0.3543614
lotion,P,word2vec_tiny_1_HOM,0.4560852
annoy,P,word2vec_tiny_1_HOM,0.37929535
hoop,P,word2vec_tiny_1_HOM,0.44568503
doorman,M,word2vec_tiny_1_HOM,0.27545574
cookie,P,word2vec_tiny_1_HOM,0.37559214
romantic,P,word2vec_tiny_1_HOM,0.24972963
square,P,word2vec_tiny_1_HOM,0.47345293
vibration,P,word2vec_tiny_1_HOM,0.3161154
spacious,P,word2vec_tiny_1_HOM,0.3649417
toilet,P,word2vec_tiny_1_HOM,0.46626127
accompany,P,word2vec_tiny_1_HOM,0.30238986
wildlife,M,word2vec_tiny_1_HOM,0.3551178
speech,P,word2vec_tiny_1_HOM,0.3935757
household,P,word2vec_tiny_1_HOM,0.28129697
lend,P,word2vec_tiny_1_HOM,0.5273688
attack,P,word2vec_tiny_1_HOM,0.44320855
cone,P,word2vec_tiny_1_HOM,0.4519367
rope,P,word2vec_tiny_1_HOM,0.42839313
agreement,P,word2vec_tiny_1_HOM,0.4641888
unable,M,word2vec_tiny_1_HOM,0.4128951
rainy,M,word2vec_tiny_1_HOM,0.50509757
gracious,P,word2vec_tiny_1_HOM,0.2602397
hind,H,word2vec_tiny_1_HOM,0.46438584
park,P,word2vec_tiny_1_HOM,0.52451587
detector,P,word2vec_tiny_1_HOM,0.35024774
distance,P,word2vec_tiny_1_HOM,0.45015773
eager,M,word2vec_tiny_1_HOM,0.5449863
drum,P,word2vec_tiny_1_HOM,0.39630023
accident,P,word2vec_tiny_1_HOM,0.5680996
moon,P,word2vec_tiny_1_HOM,0.4349019
restless,P,word2vec_tiny_1_HOM,0.45614558
reality,P,word2vec_tiny_1_HOM,0.37235415
equal,P,word2vec_tiny_1_HOM,0.42950666
buoy,P,word2vec_tiny_1_HOM,0.36840641
regain,P,word2vec_tiny_1_HOM,0.28837785
pudding,P,word2vec_tiny_1_HOM,0.2743284
wing,P,word2vec_tiny_1_HOM,0.5046977
greedy,P,word2vec_tiny_1_HOM,0.47315797
hoof,P,word2vec_tiny_1_HOM,0.46573517
poorly,P,word2vec_tiny_1_HOM,0.38396254
mink,P,word2vec_tiny_1_HOM,0.32964638
plumber,P,word2vec_tiny_1_HOM,0.4685133
toaster,H,word2vec_tiny_1_HOM,0.46017528
disposal,P,word2vec_tiny_1_HOM,0.21643916
pounce,P,word2vec_tiny_1_HOM,0.5102369
pleasant,P,word2vec_tiny_1_HOM,0.40928006
janitor,M,word2vec_tiny_1_HOM,0.3942244
selfish,P,word2vec_tiny_1_HOM,0.4676256
cloak,P,word2vec_tiny_1_HOM,0.43322262
honor,P,word2vec_tiny_1_HOM,0.33452937
continue,P,word2vec_tiny_1_HOM,0.49868348
fright,P,word2vec_tiny_1_HOM,0.31276968
panic,P,word2vec_tiny_1_HOM,0.5197037
joker,P,word2vec_tiny_1_HOM,0.40551564
bug,P,word2vec_tiny_1_HOM,0.41553843
plaster,P,word2vec_tiny_1_HOM,0.3581289
poise,P,word2vec_tiny_1_HOM,0.23057902
territory,P,word2vec_tiny_1_HOM,0.3860773
infection,P,word2vec_tiny_1_HOM,0.40151206
selective,P,word2vec_tiny_1_HOM,0.17512755
heater,P,word2vec_tiny_1_HOM,0.48291808
tailor,P,word2vec_tiny_1_HOM,0.39359748
confront,P,word2vec_tiny_1_HOM,0.3349251
folder,P,word2vec_tiny_1_HOM,0.38448882
various,P,word2vec_tiny_1_HOM,0.37531167
green,P,word2vec_tiny_1_HOM,0.4895378
sweaty,P,word2vec_tiny_1_HOM,0.53131664
drip,P,word2vec_tiny_1_HOM,0.43866304
horseback,P,word2vec_tiny_1_HOM,0.35931414
angle,H,word2vec_tiny_1_HOM,0.41614753
burp,P,word2vec_tiny_1_HOM,0.379737
crook,P,word2vec_tiny_1_HOM,0.31900316
rosary,P,word2vec_tiny_1_HOM,0.28224185
newborn,P,word2vec_tiny_1_HOM,0.25911373
grenade,P,word2vec_tiny_1_HOM,0.37839302
frisky,M,word2vec_tiny_1_HOM,0.33276835
goose,P,word2vec_tiny_1_HOM,0.39044052
lag,P,word2vec_tiny_1_HOM,0.20547937
anger,P,word2vec_tiny_1_HOM,0.3840991
burner,P,word2vec_tiny_1_HOM,0.33338737
terrain,M,word2vec_tiny_1_HOM,0.35147467
mercy,P,word2vec_tiny_1_HOM,0.40090668
shrimp,P,word2vec_tiny_1_HOM,0.3454448
ski,P,word2vec_tiny_1_HOM,0.38742962
stack,P,word2vec_tiny_1_HOM,0.47425807
definition,P,word2vec_tiny_1_HOM,0.34945118
elephant,M,word2vec_tiny_1_HOM,0.36818087
injury,P,word2vec_tiny_1_HOM,0.30278885
computer,P,word2vec_tiny_1_HOM,0.41494533
misty,P,word2vec_tiny_1_HOM,0.43295062
electrical,M,word2vec_tiny_1_HOM,0.28975272
birthday,M,word2vec_tiny_1_HOM,0.4942849
haunt,P,word2vec_tiny_1_HOM,0.29693088
pavement,P,word2vec_tiny_1_HOM,0.4771244
airfield,M,word2vec_tiny_1_HOM,0.3327157
unsure,P,word2vec_tiny_1_HOM,0.4479111
monkey,P,word2vec_tiny_1_HOM,0.39384124
brisk,P,word2vec_tiny_1_HOM,0.2470626
clumsy,P,word2vec_tiny_1_HOM,0.49132457
beard,P,word2vec_tiny_1_HOM,0.52401423
hateful,P,word2vec_tiny_1_HOM,0.20884179
profound,P,word2vec_tiny_1_HOM,0.19503887
frightful,P,word2vec_tiny_1_HOM,0.23872566
outsider,P,word2vec_tiny_1_HOM,0.23608585
