ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31731316,0.39378121,0.40780845,0.50086033,0.44451448,0.5328029
HYP*,0.25850162,0.38164443,0.37566644,0.54086435,0.43548828,0.5935055
M,0.28451204,0.34648082,0.35916525,0.42981973,0.39004692,0.45613286
P,0.30305544,0.37202513,0.38344333,0.46071374,0.4159175,0.48771018
