ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31566927,0.39179957,0.40577346,0.49818495,0.44226515,0.5303899
HYP*,0.26715523,0.37908787,0.40632454,0.54051864,0.46179947,0.5872948
M,0.2822601,0.34346217,0.3575824,0.4278275,0.38861436,0.45422232
P,0.30178845,0.37040356,0.38190407,0.4583879,0.4142253,0.48507676
