ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27850646,0.28740466,0.33826447,0.32552728,0.36105806,0.3374996
HYP*,0.2344462,0.3016865,0.3325895,0.35356396,0.36641732,0.36099058
M,0.20859407,0.22032554,0.2527465,0.25364858,0.27054206,0.26530004
P,0.2406118,0.249601,0.29000366,0.28234923,0.30912077,0.29301792
