ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2793619,0.28861228,0.33900353,0.32609516,0.36161396,0.33838645
HOM*,0.374048,0.39037088,0.45737907,0.389315,0.48038647,0.39192644
M,0.2095715,0.22149444,0.25384507,0.25484893,0.2717107,0.26701242
P,0.24072173,0.24986741,0.28998268,0.28227562,0.30907544,0.29296732
