ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31520215,0.39023247,0.4048303,0.49688682,0.44133258,0.5288933
HOM*,0.3910411,0.46655336,0.49232167,0.5836325,0.53044456,0.60604
M,0.28358665,0.34379032,0.357866,0.42731905,0.38858947,0.4537037
P,0.30246317,0.37081382,0.38230717,0.45849043,0.41456267,0.48517135
