ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27846435,0.28694972,0.3377943,0.3262717,0.36053142,0.3379377
HOM*,0.31645113,0.36017215,0.41065007,0.40384236,0.44134346,0.40241066
M,0.20903899,0.2209171,0.25325152,0.2540488,0.27112436,0.26624355
P,0.24040036,0.24919334,0.28970394,0.28218788,0.3088332,0.29297122
